Orthogroup	Capsella_rubella	Brassica_rapa
OG0007640	Carub.0008s2777.1.p	Bra037151
OG0007641	Carub.0002s1937.1.p	Bra016052, Bra008036
OG0007642	Carub.0008s1374.1.p	Bra022661, Bra003046
OG0007643	Carub.0003s0764.1.p	Bra001284, Bra029696
OG0007644	Carub.0006s0342.1.p	Bra009449, Bra005809
OG0007645	Carub.0007s3331.1.p	Bra028522, Bra025451
OG0007646	Carub.0007s2319.1.p	Bra013288, Bra012615
OG0007647	Carub.0002s2499.1.p	Bra008345, Bra015630
OG0007648	Carub.0003s1848.1.p	Bra001717, Bra022347, Bra037568
OG0007649	Carub.0008s0206.1.p	Bra025046, Bra021998
OG0007650	Carub.0006s2462.1.p	Bra036604, Bra009929
OG0007651	Carub.0007s2049.1.p	Bra020876, Bra013485
OG0007652	Carub.0001s4314.1.p	Bra039695, Bra040560
OG0007653	Carub.0004s0941.1.p	Bra000493, Bra011946
OG0007654	Carub.0006s1147.1.p	Bra008838, Bra006193
OG0007655	Carub.0001s0469.1.p	Bra032467, Bra015420
OG0007656	Carub.0007s1847.1.p	Bra019356, Bra013648
OG0007657	Carub.0007s1255.1.p	Bra024218, Bra026275
OG0007658	Carub.0007s3330.1.p	Bra025450, Bra028523
OG0007659	Carub.0001s3197.1.p	Bra028013, Bra034460
OG0007660	Carub.0008s0004.1.p	Bra024919, Bra022154
OG0007661	Carub.0007s0550.1.p	Bra011562, Bra034655, Bra001981
OG0007662	Carub.0005s2401.1.p	Bra007310
OG0007663	Carub.0004s1273.1.p	Bra021732, Bra022840
OG0007664	Carub.0004s0446.1.p	Bra007829, Bra032057
OG0007665	Carub.0001s2235.1.p	Bra024542, Bra012347
OG0007666	Carub.0005s2141.1.p	Bra003196, Bra007100
OG0007667	Carub.0002s1528.1.p	Bra004333
OG0007668	Carub.0001s4278.1.p	Bra013139
OG0007669	Carub.0001s2448.1.p	Bra016276, Bra024709
OG0007670	Carub.0003s1102.1.p	Bra038673, Bra034818
OG0007671	Carub.0002s1577.1.p	Bra038324, Bra004363
OG0007672	Carub.0007s0725.1.p	Bra034552, Bra034551, Bra037014
OG0007673	Carub.0007s1071.1.p	Bra011152, Bra024115
OG0007674	Carub.0001s1994.1.p	Bra018403, Bra025821, Bra012231
OG0007675	Carub.0002s2341.1.p	Bra015738, Bra008262, Bra003717
OG0007676	Carub.0008s1484.1.p	Bra029020, Bra002976
OG0007677	Carub.0003s0607.1.p	Bra029592, Bra040280
OG0007678	Carub.0005s2129.1.p	Bra003192, Bra014799
OG0007679	Carub.0004s2220.1.p	Bra000163, Bra017039
OG0007680	Carub.0006s0316.1.p	Bra026842
OG0007681	Carub.0007s2346.1.p, Carub.0007s2333.1.p	Bra012634, Bra021031
OG0007682	Carub.0001s2751.1.p	Bra030133, Bra032301, Bra010838
OG0007683	Carub.0002s0086.1.p	Bra027673, Bra027769
OG0007684	Carub.0005s1766.1.p	Bra036821
OG0007685	Carub.0008s0286.1.p	Bra025085
OG0007686	Carub.0004s0825.1.p	Bra034358
OG0007687	Carub.0006s1800.1.p	Bra020055, Bra002252
OG0007688	Carub.0006s3519.1.p	Bra036298, Bra000899
OG0007689	Carub.0001s1720.1.p	Bra025975, Bra030989
OG0007690	Carub.0004s1783.1.p	Bra005300, Bra017261
OG0007691	Carub.0008s1597.1.p	Bra028969, Bra002890
OG0007692	Carub.0007s0028.1.p	Bra033562
OG0007693	Carub.0004s0552.1.p	Bra034269, Bra000553
OG0007694	Carub.0004s1710.1.p	Bra005343, Bra017320
OG0007695	Carub.0005s1378.1.p	Bra019510, Bra033787
OG0007696	Carub.0007s0207.1.p	Bra011807, Bra010640
OG0007697	Carub.0001s1078.1.p	Bra031758, Bra016849
OG0007698	Carub.0003s1555.1.p	Bra027206, Bra001606
OG0007699	Carub.0005s2698.1.p	Bra014505
OG0007700	Carub.0008s2161.1.p	Bra035951, Bra012996
OG0007701	Carub.0003s0739.1.p	Bra001267, Bra040031
OG0007702	Carub.0005s2219.1.p	Bra007166, Bra014740
OG0007703	Carub.0005s0654.1.p	Bra033034, Bra025317
OG0007704	Carub.0002s1579.1.p	Bra004365
OG0007705	Carub.0001s3887.1.p	Bra018802, Bra014212
OG0007706	Carub.0007s2287.1.p	Bra013305, Bra021011
OG0007707	Carub.0007s3740.1.p	Bra028188, Bra028410
OG0007708	Carub.0003s0765.1.p	Bra040048, Bra001285
OG0007709	Carub.0005s0934.1.p, Carub.0005s0933.1.p, Carub.0005s0948.1.p	Bra018111
OG0007710	Carub.0007s0156.1.p	Bra010668, Bra011842
OG0007711	Carub.0001s2611.1.p	Bra010931, Bra032834
OG0007712	Carub.0003s0339.1.p	Bra040211
OG0007713	Carub.0004s2330.1.p	Bra000213, Bra004594
OG0007714	Carub.0001s2097.1.p	Bra017924, Bra012287
OG0007715	Carub.0002s0233.1.p	Bra027031
OG0007716	Carub.0003s2257.1.p	Bra023828, Bra039949
OG0007717	Carub.0006s2895.1.p	Bra000709, Bra037914
OG0007718	Carub.0002s2736.1.p	Bra003553, Bra008492
OG0007719	Carub.0006s0980.1.p	Bra023321, Bra008969
OG0007720	Carub.0007s1052.1.p	Bra011162, Bra024109
OG0007721	Carub.0003s2482.1.p	Bra001952
OG0007722	Carub.0003s0225.1.p	Bra021373, Bra032017
OG0007723	Carub.0006s0425.1.p	Bra028762, Bra009104
OG0007724	Carub.0003s0570.1.p	Bra040230, Bra001189
OG0007725	Carub.0004s2008.1.p	Bra005137, Bra017137
OG0007726	Carub.0001s0932.1.p	Bra030806
OG0007727	Carub.0004s2163.1.p	Bra005030, Bra017064
OG0007728	Carub.0006s1052.1.p	Bra006136, Bra023354
OG0007729	Carub.0005s1848.1.p	Bra006902, Bra033452
OG0007730	Carub.0006s1945.1.p	Bra020149, Bra002359
OG0007731	Carub.0005s2502.1.p	Bra007383
OG0007732	Carub.0003s2010.1.p	Bra035807, Bra001778
OG0007733	Carub.0002s1361.1.p	Bra004218, Bra004094
OG0007734	Carub.0003s2405.1.p, Carub.0003s2406.1.p	Bra028342, Bra014977
OG0007735	Carub.0005s2220.1.p	Bra007167
OG0007736	Carub.0001s1768.1.p	Bra016573, Bra031010
OG0007737	Carub.0003s2547.1.p	Bra015104, Bra013229
OG0007738	Carub.0007s2332.1.p	Bra013275, Bra012624
OG0007739	Carub.0004s2123.1.p	Bra000120
OG0007740	Carub.0001s0455.1.p	Bra015404, Bra032474
OG0007741	Carub.0006s1251.1.p	Bra008766, Bra006248, Bra023455
OG0007742	Carub.0005s2076.1.p	Bra003174, Bra007052
OG0007743	Carub.0007s3221.1.p	Bra028102
OG0007744	Carub.0008s2114.1.p	Bra002479
OG0007745	Carub.0008s1264.1.p	Bra022597, Bra028313
OG0007746	Carub.0001s1490.1.p	Bra026162, Bra026779
OG0007747	Carub.0005s1585.1.p	Bra017980, Bra019599
OG0007748	Carub.0006s0202.1.p	Bra009543, Bra005738
OG0007749	Carub.0002s2678.1.p	Bra008442, Bra035156
OG0007750	Carub.0008s1502.1.p	Bra027464
OG0007751	Carub.0006s2501.1.p	Bra036623, Bra020585
OG0007752	Carub.0001s2864.1.p	Bra002985
OG0007753	Carub.0007s1202.1.p	Bra011045, Bra024187
OG0007754	Carub.0001s1628.1.p	Bra026043
OG0007755	Carub.0003s3407.1.p	Bra039020
OG0007756	Carub.0002s2258.1.p	Bra015821, Bra008221, Bra008220
OG0007757	Carub.0001s4271.1.p	Bra006087, Bra008992
OG0007758	Carub.0006s1739.1.p	Bra006493, Bra002207
OG0007759	Carub.0001s3813.1.p	Bra014164, Bra018768
OG0007760	Carub.0004s2036.1.p	Bra000060, Bra005111, Bra017119
OG0007761	Carub.0004s2942.1.p	Bra039262, Bra004514
OG0007762	Carub.0007s3499.1.p	Bra025565
OG0007763	Carub.0001s2638.1.p	Bra032854, Bra030066
OG0007764	Carub.0001s3040.1.p	Bra023236, Bra033859
OG0007765	Carub.0004s0936.1.p	Bra016548
OG0007766	Carub.0008s2667.1.p	Bra037827
OG0007767	Carub.0006s0414.1.p	Bra028767, Bra005849
OG0007768	Carub.0003s2542.1.p	Bra013233
OG0007769	Carub.0003s1484.1.p	Bra027273, Bra021593, Bra001587
OG0007771	Carub.0004s2879.1.p	Bra039290, Bra004961
OG0007772	Carub.0002s1940.1.p	Bra008038, Bra016050, Bra003875
OG0007773	Carub.0003s3493.1.p	Bra036475, Bra031125, Bra036676
OG0007774	Carub.0003s0977.1.p	Bra029849, Bra034124
OG0007775	Carub.0001s4244.1.p	Bra030949, Bra039665
OG0007776	Carub.0003s1508.1.p	Bra001592, Bra027250
OG0007777	Carub.0002s2625.1.p	Bra035113, Bra003612
OG0007778	Carub.0008s0730.1.p	Bra036191, Bra037524
OG0007779	Carub.0003s2326.1.p	Bra023765, Bra033881
OG0007780	Carub.0004s1141.1.p	Bra022786, Bra018325, Bra021623
OG0007781	Carub.0007s3610.1.p, Carub.0007s3627.1.p	Bra030350, Bra028439
OG0007782	Carub.0008s0426.1.p	Bra033731, Bra027537
OG0007783	Carub.0007s1651.1.p	Bra013814, Bra019219
OG0007784	Carub.0006s2019.1.p	Bra006626, Bra012459, Bra002412
OG0007785	Carub.0003s0956.1.p	Bra001356, Bra029834, Bra034110
OG0007786	Carub.0001s0453.1.p, Carub.0001s0675.1.p	Bra015580
OG0007787	Carub.0006s1593.1.p	Bra013958
OG0007788	Carub.0004s2994.1.p, Carub.0004s2995.1.p	Bra021391, Bra004471
OG0007789	Carub.0001s2919.1.p	Bra014894, Bra023146
OG0007790	Carub.0003s3465.1.p	Bra036686, Bra036462
OG0007791	Carub.0008s1409.1.p	Bra003034
OG0007792	Carub.0003s1697.1.p	Bra021234, Bra021232
OG0007793	Carub.0001s3538.1.p	Bra014032, Bra040306
OG0007794	Carub.0004s0906.1.p, Carub.0008s2162.1.p	Bra029345, Bra012995
OG0007795	Carub.0007s0456.1.p	Bra010524, Bra017729, Bra026109
OG0007796	Carub.0001s4340.1.p	Bra030899, Bra037968, Bra014368
OG0007798	Carub.0003s0830.1.p	Bra001331, Bra029744
OG0007799	Carub.0003s2959.1.p	Bra039847
OG0007800	Carub.0004s2890.1.p	Bra000415, Bra004556
OG0007801	Carub.0004s2532.1.p	Bra000277, Bra004727
OG0007802	Carub.0006s1862.1.p	Bra020092, Bra002283
OG0007803	Carub.0008s1746.1.p	Bra002775, Bra035641
OG0007804	Carub.0008s1323.1.p	Bra022622, Bra003088
OG0007805	Carub.0008s2295.1.p	Bra035899, Bra010070, Bra029271
OG0007806	Carub.0001s0448.1.p	Bra015399, Bra032479
OG0007808	Carub.0005s2761.1.p	Bra003430, Bra007567
OG0007809	Carub.0006s0864.1.p	Bra028595, Bra009052
OG0007810	Carub.0005s2851.1.p	Bra007631, Bra003471
OG0007811	Carub.0002s2059.1.p	Bra008113
OG0007812	Carub.0004s2590.1.p	Bra037715, Bra004763, Bra000305
OG0007813	Carub.0006s1480.1.p	Bra023576, Bra008610
OG0007814	Carub.0005s2639.1.p	Bra003385, Bra007469
OG0007815	Carub.0007s2843.1.p	Bra032753
OG0007816	Carub.0007s1163.1.p	Bra011076, Bra010347, Bra024170
OG0007817	Carub.0006s1908.1.p	Bra006573, Bra002328
OG0007818	Carub.0006s1145.1.p	Bra023401, Bra008840
OG0007819	Carub.0007s1897.1.p	Bra013611, Bra019380
OG0007820	Carub.0008s2447.1.p	Bra016152, Bra037751
OG0007821	Carub.0004s1309.1.p	Bra005641, Bra021743
OG0007822	Carub.0006s1167.1.p	Bra008824
OG0007823	Carub.0006s0426.1.p	Bra009105, Bra028761
OG0007824	Carub.0006s0295.1.p	Bra009493
OG0007825	Carub.0006s0951.1.p	Bra008997
OG0007826	Carub.0006s0877.1.p	Bra028591, Bra009042
OG0007827	Carub.0008s2619.1.p	Bra024377, Bra031866
OG0007828	Carub.0001s3052.1.p	Bra033847, Bra023247
OG0007829	Carub.0001s2539.1.p	Bra010979
OG0007830	Carub.0004s1978.1.p	Bra005153
OG0007831	Carub.0001s4221.1.p	Bra030962, Bra038097
OG0007832	Carub.0001s2055.1.p	Bra012267, Bra025873
OG0007833	Carub.0006s1378.1.p	Bra023528, Bra008684
OG0007834	Carub.0001s3659.1.p	Bra032229, Bra014091
OG0007835	Carub.0003s1680.1.p	Bra022194, Bra001652
OG0007836	Carub.0008s0773.1.p	Bra036185, Bra037509, Bra020715
OG0007837	Carub.0001s0216.1.p	Bra033367
OG0007838	Carub.0003s2878.1.p	Bra013120, Bra039818
OG0007839	Carub.0008s2069.1.p	Bra020271, Bra002516
OG0007840	Carub.0006s1176.1.p	Bra008815, Bra023423
OG0007841	Carub.0008s2132.1.p	Bra020239, Bra002464
OG0007842	Carub.0007s1151.1.p	Bra011082
OG0007843	Carub.0003s0331.1.p	Bra040152, Bra031949
OG0007844	Carub.0004s1372.1.p	Bra005588, Bra021779
OG0007845	Carub.0003s0357.1.p	Bra001103, Bra040198
OG0007846	Carub.0008s1240.1.p	Bra029121, Bra022584
OG0007847	Carub.0007s3173.1.p	Bra035523, Bra035366
OG0007848	Carub.0001s2819.1.p	Bra009418
OG0007849	Carub.0005s0634.1.p	Bra033028, Bra025303
OG0007850	Carub.0004s2502.1.p	Bra016867, Bra004708
OG0007851	Carub.0007s2066.1.p	Bra038800, Bra013471
OG0007852	Carub.0001s2480.1.p	Bra011012, Bra012466
OG0007856	Carub.0004s2111.1.p	Bra000115
OG0007857	Carub.0007s1159.1.p	Bra024167
OG0007859	Carub.0007s0472.1.p, Carub.0007s3010.1.p, Carub.0007s3009.1.p, Carub.0007s3011.1.p	Bra011625
OG0007860	Carub.0003s2537.1.p	Bra015093, Bra039248
OG0007861	Carub.0001s2881.1.p	Bra026224, Bra014884
OG0007862	Carub.0001s1004.1.p, Carub.0001s1003.1.p	Bra031721
OG0007864	Carub.0008s0840.1.p, Carub.0003s0068.1.p	Bra039120
OG0007865	Carub.0004s2247.1.p	Bra004974, Bra017022
OG0007867	Carub.0005s1860.1.p	Bra006914, Bra033444
OG0007868	Carub.0006s1436.1.p	Bra006342, Bra008639
OG0007871	Carub.0001s3045.1.p	Bra023242
OG0007872	Carub.0001s3677.1.p, Carub.0001s3680.1.p, Carub.0001s3693.1.p	Bra015601, Bra015603
OG0007873	Carub.0002s1860.1.p	Bra003910, Bra016111
OG0007875	Carub.0004s2084.1.p	Bra000098, Bra017099
OG0007876	Carub.0004s3083.1.p	Bra004412, Bra004410
OG0007877	Carub.0005s1975.1.p	Bra028551, Bra040691
OG0007878	Carub.0007s2858.1.p	Bra032748
OG0007879	Carub.0007s0775.1.p	Bra037045, Bra011376, Bra034531
OG0007880	Carub.0007s2886.1.p	Bra012999, Bra035953
OG0007882	Carub.0001s1989.1.p	Bra012228, Bra025817
OG0007884	Carub.0002s1024.1.p	Bra004232, Bra033995
OG0007885	Carub.0008s0725.1.p, Carub.0006s0395.1.p	Bra009404, Bra028774
OG0007886	Carub.0006s0803.1.p	Bra009386
OG0007888	Carub.0006s3285.1.p	Bra029531
OG0007890	Carub.0008s2285.1.p	Bra010062
OG0007899	Carub.0004s1531.1.p	Bra005481, Bra021870
OG0007900	Carub.0002s1134.1.p	Bra022473, Bra036189
OG0007901	Carub.0002s0907.1.p	Bra014955
OG0007902	Carub.0002s1012.1.p, Carub.0353s0001.1.p, Carub.0005s0210.1.p, Carub.0007s2123.1.p, Carub.0002s1244.1.p, Carub.0004s1088.1.p, Carub.0006s0276.1.p, Carub.0005s0837.1.p	Bra014031
OG0007903	Carub.0005s0066.1.p	Bra026638, Bra024861
OG0007904	Carub.0006s0440.1.p	Bra009116, Bra028756
OG0007905	Carub.0002s2705.1.p	Bra008469, Bra035175
OG0007906	Carub.0006s2316.1.p	Bra009834, Bra020496
OG0007907	Carub.0003s3164.1.p	Bra002072
OG0007909	Carub.0001s1863.1.p	Bra031060, Bra016530
OG0007911	Carub.0001s1452.1.p	Bra026192
OG0007912	Carub.0004s2883.1.p	Bra004564
OG0007914	Carub.0008s2376.1.p	Bra035865, Bra038604
OG0007915	Carub.0007s0999.1.p	Bra024062
OG0007916	Carub.0007s1586.1.p	Bra013869
OG0007917	Carub.0005s2876.1.p	Bra038886, Bra007651
OG0007918	Carub.0006s1172.1.p	Bra023420, Bra008819
OG0007919	Carub.0001s3532.1.p	Bra014029, Bra040619
OG0007920	Carub.0004s0942.1.p	Bra000492, Bra011945
OG0007921	Carub.0005s2648.1.p	Bra007474, Bra003388
OG0007922	Carub.0003s2018.1.p	Bra001781, Bra035800
OG0007923	Carub.0004s1563.1.p	Bra021888, Bra005462, Bra016251
OG0007924	Carub.0008s1839.1.p	Bra006794, Bra020408
OG0007925	Carub.0007s0535.1.p	Bra034667, Bra011574
OG0007926	Carub.0006s2045.1.p	Bra006633, Bra020212
OG0007927	Carub.0001s0316.1.p	Bra015284, Bra032534
OG0007928	Carub.0006s3350.1.p	Bra000819
OG0007929	Carub.0007s0688.1.p	Bra037002
OG0007930	Carub.0003s0634.1.p	Bra001218, Bra040292
OG0007931	Carub.0001s3915.1.p	Bra014229
OG0007932	Carub.0007s3525.1.p	Bra030333, Bra025584
OG0007933	Carub.0004s2291.1.p	Bra004582, Bra016980
OG0007934	Carub.0006s3384.1.p	Bra034193, Bra000840
OG0007935	Carub.0005s1852.1.p	Bra012817
OG0007936	Carub.0008s2784.1.p	Bra012089, Bra012090
OG0007937	Carub.0007s0123.1.p	Bra033613
OG0007938	Carub.0005s2681.1.p	Bra007504
OG0007939	Carub.0001s2752.1.p	Bra032302, Bra010837
OG0007940	Carub.0002s2185.1.p	Bra015869, Bra008176
OG0007941	Carub.0004s2410.1.p	Bra004653, Bra016915
OG0007942	Carub.0004s2259.1.p	Bra017011
OG0007943	Carub.0007s0369.1.p	Bra011696, Bra010566
OG0007944	Carub.0004s1658.1.p	Bra034451, Bra005383
OG0007945	Carub.0006s3497.1.p	Bra036287
OG0007946	Carub.0007s2442.1.p	Bra040104
OG0007947	Carub.0006s0196.1.p	Bra028848, Bra005740
OG0007948	Carub.0006s0515.1.p	Bra009173
OG0007949	Carub.0002s0514.1.p	Bra027816
OG0007950	Carub.0005s0964.1.p	Bra023734, Bra027841
OG0007951	Carub.0001s2241.1.p	Bra024547, Bra012350
OG0007952	Carub.0002s1424.1.p	Bra004259
OG0007953	Carub.0007s1645.1.p	Bra018330, Bra013818
OG0007954	Carub.0006s2305.1.p	Bra020492, Bra036537
OG0007955	Carub.0005s0470.1.p	Bra025223
OG0007957	Carub.0003s3156.1.p	Bra002068, Bra037268
OG0007958	Carub.0006s2819.1.p	Bra000689
OG0007959	Carub.0007s2831.1.p	Bra032760, Bra038444
OG0007960	Carub.0005s1163.1.p	Bra033833
OG0007961	Carub.0006s1306.1.p	Bra006272, Bra023492
OG0007962	Carub.0006s3705.1.p	Bra000978
OG0007963	Carub.0007s2023.1.p	Bra020888
OG0007964	Carub.0001s3479.1.p	Bra032192, Bra036931
OG0007965	Carub.0006s2100.1.p	Bra029364
OG0007966	Carub.0008s2640.1.p	Bra024396
OG0007967	Carub.0008s2550.1.p	Bra024321, Bra031908, Bra037790
OG0007968	Carub.0006s1109.1.p	Bra006167, Bra008872
OG0007969	Carub.0008s0212.1.p	Bra021993, Bra025049
OG0007970	Carub.0004s1961.1.p	Bra017164
OG0007971	Carub.0007s2444.1.p	Bra040102
OG0007972	Carub.0004s2020.1.p	Bra000045, Bra017132
OG0007973	Carub.0002s2287.1.p	Bra015800, Bra003734
OG0007974	Carub.0005s2364.1.p	Bra007281
OG0007975	Carub.0002s1461.1.p	Bra004283, Bra004050
OG0007978	Carub.0008s2738.1.p	Bra012135
OG0007979	Carub.0002s2451.1.p	Bra015661
OG0007980	Carub.0002s2397.1.p	Bra015696
OG0007981	Carub.0004s1896.1.p	Bra005219, Bra023096
OG0007982	Carub.0002s1384.1.p	Bra004229
OG0007983	Carub.0008s1127.1.p	Bra015200, Bra022541
OG0007984	Carub.0005s1505.1.p	Bra029923, Bra018029
OG0007985	Carub.0007s0979.1.p	Bra011220, Bra024045
OG0007987	Carub.0006s0289.1.p	Bra009499, Bra028809
OG0007988	Carub.0008s2488.1.p	Bra031934, Bra024267
OG0007989	Carub.0008s0608.1.p	Bra035334
OG0007990	Carub.0002s1429.1.p	Bra033975, Bra004263
OG0007991	Carub.0007s1084.1.p	Bra024138, Bra011128, Bra010321
OG0007992	Carub.0003s2983.1.p	Bra015252, Bra013088
OG0007993	Carub.0006s2405.1.p	Bra009890, Bra036571
OG0007994	Carub.0005s0596.1.p	Bra016692, Bra025283
OG0007995	Carub.0004s1730.1.p	Bra005325, Bra017310
OG0007996	Carub.0006s1352.1.p	Bra008702
OG0007997	Carub.0008s0050.1.p	Bra024952
OG0007998	Carub.0003s1375.1.p	Bra027369
OG0007999	Carub.0008s0128.1.p	Bra025009, Bra017537, Bra022052
OG0008000	Carub.0007s1705.1.p	Bra019249, Bra013756
OG0008001	Carub.0002s2763.1.p	Bra003537, Bra035206
OG0008002	Carub.0006s3692.1.p	Bra037331
OG0008003	Carub.0006s1158.1.p	Bra008831, Bra023410, Bra006197
OG0008004	Carub.0001s3636.1.p	Bra032232
OG0008005	Carub.0007s2090.1.p	Bra020928, Bra038810, Bra013451
OG0008006	Carub.0008s1349.1.p	Bra022646
OG0008007	Carub.0007s1715.1.p	Bra013745, Bra019256
OG0008008	Carub.0006s1044.1.p	Bra008927, Bra006127
OG0008010	Carub.0001s2945.1.p	Bra023158
OG0008011	Carub.0007s0794.1.p	Bra011381, Bra011360
OG0008012	Carub.0007s2676.1.p	Bra039561, Bra037087
OG0008013	Carub.0006s1032.1.p	Bra006118, Bra023343
OG0008014	Carub.0004s2644.1.p	Bra004791
OG0008015	Carub.0007s0789.1.p	Bra011367, Bra037049
OG0008016	Carub.0002s0314.1.p	Bra028377, Bra027072
OG0008017	Carub.0004s2515.1.p	Bra016861, Bra004722
OG0008018	Carub.0004s2277.1.p	Bra016985
OG0008019	Carub.0004s1996.1.p	Bra000034, Bra017144
OG0008020	Carub.0006s2649.1.p	Bra000632
OG0008021	Carub.0002s2535.1.p	Bra035040
OG0008023	Carub.0001s2261.1.p	Bra024562, Bra012359
OG0008024	Carub.0008s2312.1.p	Bra010083, Bra029260
OG0008025	Carub.0005s2588.1.p	Bra007434
OG0008026	Carub.0005s2070.1.p	Bra007046, Bra003170, Bra014840
OG0008027	Carub.0003s1024.1.p	Bra029883
OG0008028	Carub.0001s1938.1.p	Bra016491, Bra025776
OG0008029	Carub.0001s3528.1.p	Bra036958, Bra014028
OG0008030	Carub.0005s1642.1.p	Bra036051, Bra012909, Bra029992
OG0008031	Carub.0007s1734.1.p	Bra010544
OG0008032	Carub.0005s0035.1.p	Bra009935, Bra024889
OG0008033	Carub.0008s1052.1.p	Bra022514
OG0008034	Carub.0008s1119.1.p	Bra029183, Bra035727
OG0008035	Carub.0004s2162.1.p	Bra005031
OG0008036	Carub.0008s0163.1.p	Bra022027, Bra025026
OG0008037	Carub.0001s3752.1.p	Bra018724, Bra014135
OG0008038	Carub.0003s0754.1.p	Bra001278, Bra040043
OG0008039	Carub.0007s0061.1.p	Bra033575
OG0008040	Carub.0008s2586.1.p	Bra024346, Bra031890
OG0008041	Carub.0006s2828.1.p	Bra037887
OG0008042	Carub.0002s2503.1.p	Bra008348, Bra015626
OG0008043	Carub.0003s2496.1.p	Bra017678, Bra015059, Bra013252
OG0008044	Carub.0005s2004.1.p	Bra039895, Bra007003
OG0008045	Carub.0007s1411.1.p	Bra001963, Bra019090
OG0008046	Carub.0007s1170.1.p	Bra024175
OG0008047	Carub.0003s2276.1.p	Bra001875, Bra023816
OG0008048	Carub.0007s2014.1.p	Bra013518
OG0008049	Carub.0004s1772.1.p	Bra017272
OG0008050	Carub.0002s1539.1.p	Bra004338, Bra004015
OG0008051	Carub.0002s0408.1.p	Bra027101
OG0008052	Carub.0008s1896.1.p	Bra006770, Bra002655
OG0008053	Carub.0005s1421.1.p, Carub.0005s1422.1.p	Bra003767
OG0008054	Carub.0013s0003.1.p	Bra033198, Bra037903
OG0008055	Carub.0008s0795.1.p	Bra037490, Bra038824, Bra020705
OG0008056	Carub.0008s2035.1.p	Bra002540, Bra020296, Bra006698
OG0008057	Carub.0006s1455.1.p	Bra023560, Bra008623
OG0008058	Carub.0003s0839.1.p	Bra001319
OG0008059	Carub.0001s3147.1.p	Bra041092
OG0008060	Carub.0005s0107.1.p	Bra024837, Bra026619, Bra017426
OG0008061	Carub.0003s2525.1.p	Bra015089
OG0008062	Carub.0005s2170.1.p	Bra014777, Bra007137
OG0008063	Carub.0006s2292.1.p	Bra009815, Bra036532, Bra013841, Bra004248
OG0008064	Carub.0004s0696.1.p	Bra034387
OG0008065	Carub.0005s1282.1.p	Bra018207
OG0008066	Carub.0003s2141.1.p	Bra039000, Bra031279
OG0008067	Carub.0006s1977.1.p	Bra020174
OG0008068	Carub.0007s2430.1.p	Bra026230, Bra012676
OG0008069	Carub.0007s1615.1.p	Bra019203, Bra013845
OG0008070	Carub.0006s2161.1.p	Bra009713, Bra026478
OG0008072	Carub.0007s3441.1.p	Bra028485, Bra025522
OG0008073	Carub.0004s2559.1.p	Bra004745
OG0008074	Carub.0007s3279.1.p	Bra028134
OG0008075	Carub.0005s2006.1.p	Bra039792, Bra003138
OG0008076	Carub.0007s3571.1.p	Bra028448
OG0008077	Carub.0007s0562.1.p	Bra011550, Bra034642
OG0008078	Carub.0006s0845.1.p	Bra009067
OG0008079	Carub.0003s1391.1.p	Bra021542
OG0008080	Carub.0007s0391.1.p	Bra017758
OG0008081	Carub.0004s2513.1.p	Bra016862
OG0008082	Carub.0006s3490.1.p	Bra018560
OG0008083	Carub.0006s2163.1.p	Bra026476, Bra009714
OG0008084	Carub.0008s2688.1.p	Bra024437
OG0008085	Carub.0001s1293.1.p	Bra026920, Bra019817
OG0008086	Carub.0001s0741.1.p	Bra031609, Bra018662
OG0008087	Carub.0007s1644.1.p	Bra013819, Bra019214
OG0008088	Carub.0007s3008.1.p	Bra040756
OG0008089	Carub.0003s3121.1.p	Bra037278, Bra002047, Bra009655
OG0008090	Carub.0006s1740.1.p	Bra002208
OG0008091	Carub.0002s1391.1.p	Bra004235, Bra004080
OG0008092	Carub.0006s0325.1.p	Bra009469, Bra005799
OG0008093	Carub.0002s1754.1.p	Bra003941, Bra016186
OG0008094	Carub.0004s2888.1.p	Bra004561
OG0008095	Carub.0002s0377.1.p	Bra029449
OG0008096	Carub.0007s0284.1.p	Bra011765, Bra011766
OG0008097	Carub.0007s0961.1.p	Bra024035
OG0008098	Carub.0004s1606.1.p	Bra005428, Bra005430
OG0008099	Carub.0007s0056.1.p	Bra010731
OG0008100	Carub.0001s2163.1.p	Bra031363
OG0008101	Carub.0002s2532.1.p	Bra035036, Bra008360
OG0008102	Carub.0001s2663.1.p	Bra010898, Bra032882
OG0008103	Carub.0003s0705.1.p	Bra029652
OG0008104	Carub.0004s2742.1.p	Bra037630, Bra004873
OG0008106	Carub.0006s2500.1.p	Bra036622
OG0008107	Carub.0004s1869.1.p	Bra017221
OG0008108	Carub.0001s0204.1.p, Carub.0033s0003.1.p	Bra030514
OG0008109	Carub.0007s2878.1.p	Bra032728
OG0008110	Carub.0003s2307.1.p	Bra001894, Bra023782
OG0008111	Carub.0003s1499.1.p	Bra027260, Bra021099
OG0008113	Carub.0003s1955.1.p	Bra022445
OG0008114	Carub.0002s2317.1.p	Bra023456, Bra015770
OG0008115	Carub.0003s1455.1.p	Bra027296, Bra001572
OG0008116	Carub.0001s1432.1.p	Bra026206, Bra016697
OG0008117	Carub.0007s2213.1.p	Bra013370
OG0008118	Carub.0006s1546.1.p	Bra008566, Bra006393
OG0008119	Carub.0006s0859.1.p	Bra028600, Bra009056
OG0008120	Carub.0001s1923.1.p	Bra025757
