Orthogroup	Capsella_rubella	Thellungiella_parvula
OG0015286	Carub.0005s0153.1.p	Sp2g13750.1
OG0015289	Carub.0008s1557.1.p	Sp6g17150.1
OG0015290	Carub.0001s1343.1.p	Sp1g12220.1
OG0015291	Carub.0001s1190.1.p	Sp1g10840.1
OG0015292	Carub.0006s2314.1.p	Sp2g22220.1
OG0015293	Carub.0008s2428.1.p	Sp2g26640.1
OG0015294	Carub.0006s0001.1.p	Sp6g41070.1
OG0015295	Carub.0005s0700.1.p	Sp2g17240.1
OG0015296	Carub.0006s2278.1.p	Sp2g22530.1
OG0015297	Carub.0001s1587.1.p	Sp1g14380.1
OG0015298	Carub.0007s3521.1.p	Sp7g01530.1
OG0015299	Carub.0003s1738.1.p	Sp3g15800.1
OG0015300	Carub.0005s2260.1.p	Sp5g06670.1
OG0015301	Carub.0006s2050.1.p	Sp6g22640.1
OG0015302	Carub.0002s2203.1.p	Sp5g30370.1
OG0015303	Carub.0006s1481.1.p	Sp6g27560.1
OG0015304	Carub.0003s2865.1.p	Sp3g27750.1
OG0015305	Carub.0001s3863.1.p	Sp1g36280.1
OG0015306	Carub.0001s0230.1.p	Sp1g02185.1
OG0015307	Carub.0008s2792.1.p	Sp2g30120.1
OG0015308	Carub.0002s0213.1.p	Sp2g01760.1
OG0015309	Carub.0001s0946.1.p	Sp1g08690.1
OG0015310	Carub.0003s1958.1.p	Sp3g17740.1
OG0015311	Carub.0008s0250.1.p	Sp2g10420.1
OG0015312	Carub.0006s0793.1.p	Sp6g33950.1
OG0015313	Carub.0005s0558.1.p	Sp2g16470.1
OG0015314	Carub.0006s3035.1.p	Sp6g06020.1
OG0015315	Carub.0003s3260.1.p	Sp3g31880.1
OG0015316	Carub.0005s2613.1.p	Sp5g03750.1
OG0015317	Carub.0005s1610.1.p	Sp5g12340.1
OG0015318	Carub.0007s1678.1.p	Sp7g22260.1
OG0015319	Carub.0002s1498.1.p	Sp5g23540.1
OG0015320	Carub.0002s0901.1.p	SpUn0001_0040.1
OG0015321	Carub.0007s1553.1.p	Sp7g23500.1
OG0015322	Carub.0002s2595.1.p	Sp5g34130.1
OG0015323	Carub.0001s3165.1.p	Sp1g28910.1
OG0015324	Carub.0005s0145.1.p	Sp2g13670.1
OG0015325	Carub.0002s2775.1.p	Sp5g36010.1
OG0015326	Carub.0006s0985.1.p	Sp6g32190.1
OG0015327	Carub.0002s2494.1.p, Carub.0002s2495.1.p	Sp5g33190.1
OG0015328	Carub.0007s1449.1.p	Sp7g24350.1
OG0015329	Carub.0003s3126.1.p	Sp3g30650.1
OG0015330	Carub.0005s2049.1.p	Sp5g08490.1
OG0015333	Carub.0003s0176.1.p	Sp3g01680.1
OG0015334	Carub.0005s2155.1.p	Sp5g07480.1
OG0015335	Carub.0008s2638.1.p	Sp2g28620.1
OG0015336	Carub.0008s1174.1.p	Sp6g13940.1
OG0015337	Carub.0008s2279.1.p	Sp2g25290.1
OG0015338	Carub.0005s1606.1.p	Sp5g12380.1
OG0015339	Carub.0006s0212.1.p	Sp6g39430.1
OG0015340	Carub.0007s0856.1.p	Sp7g29790.1
OG0015341	Carub.0002s2061.1.p	Sp5g29050.1
OG0015342	Carub.0008s1231.1.p	Sp6g14470.1
OG0015343	Carub.0006s0009.1.p	Sp6g41000.1
OG0015344	Carub.0001s1548.1.p	Sp1g14010.1
OG0015345	Carub.0006s1844.1.p	Sp6g24350.1
OG0015346	Carub.0005s0042.1.p	Sp2g12910.1
OG0015348	Carub.0006s0829.1.p	Sp6g33550.1
OG0015349	Carub.0007s1686.1.p	Sp7g22190.1
OG0015350	Carub.0005s2999.1.p	Sp5g00190.1
OG0015351	Carub.0001s0103.1.p	Sp1g01110.1
OG0015352	Carub.0004s2323.1.p	Sp4g23240.1
OG0015353	Carub.0008s1760.1.p	Sp6g18830.1
OG0015354	Carub.0003s2712.1.p	Sp3g24570.1
OG0015355	Carub.0002s1996.1.p	Sp5g28140.1
OG0015356	Carub.0008s0038.1.p	Sp2g12115.1
OG0015357	Carub.0003s1931.1.p	Sp3g17560.1
OG0015358	Carub.0007s0799.1.p	Sp7g30340.1
OG0015359	Carub.0008s2165.1.p	Sp2g24260.1
OG0015360	Carub.0007s2574.1.p	Sp7g17373.1
OG0015361	Carub.0003s0603.1.p	Sp3g05500.1
OG0015362	Carub.0006s2879.1.p	Sp6g07210.1
OG0015363	Carub.0004s0980.1.p	Sp4g11650.1
OG0015364	Carub.0003s0018.1.p	Sp3g00190.1
OG0015365	Carub.0003s2006.1.p	Sp3g18140.1
OG0015366	Carub.0003s2495.1.p	Sp3g22350.1
OG0015367	Carub.0003s0555.1.p	Sp3g05060.1
OG0015368	Carub.0001s1035.1.p	Sp1g09500.1
OG0015369	Carub.0005s0370.1.p	Sp2g15110.1
OG0015370	Carub.0005s2764.1.p	Sp5g02360.1
OG0015372	Carub.0003s0725.1.p	Sp3g06610.1
OG0015373	Carub.0005s0536.1.p	Sp2g16240.1
OG0015374	Carub.0004s0121.1.p	Sp4g01100.1
OG0015375	Carub.0003s1442.1.p	Sp3g12980.1
OG0015376	Carub.0003s0682.1.p	Sp3g06240.1
OG0015377	Carub.0008s2204.1.p	Sp2g24580.1
OG0015378	Carub.0007s0204.1.p	Sp7g35800.1
OG0015379	Carub.0006s0671.1.p	Sp6g35150.1
OG0015380	Carub.0008s1721.1.p	Sp6g18480.1
OG0015381	Carub.0001s2335.1.p	Sp1g21210.1
OG0015382	Carub.0006s0673.1.p	Sp6g35120.1
OG0015383	Carub.0003s0033.1.p	Sp3g00330.1
OG0015384	Carub.0005s0693.1.p	Sp2g17200.1
OG0015385	Carub.0001s3009.1.p	Sp1g27480.1
OG0015386	Carub.0007s1660.1.p	Sp7g22450.1
OG0015387	Carub.0005s0526.1.p	Sp1g21880.1
OG0015388	Carub.0001s0356.1.p	Sp1g03210.1
OG0015389	Carub.0007s2818.1.p	Sp7g12070.1
OG0015390	Carub.0006s2799.1.p	Sp6g08110.1
OG0015391	Carub.0006s3503.1.p	Sp6g02040.1
OG0015392	Carub.0002s1420.1.p	Sp5g22780.1
OG0015394	Carub.0005s1814.1.p	Sp5g10480.1
OG0015396	Carub.0005s2782.1.p	Sp5g02210.1
OG0015397	Carub.0001s0996.1.p	Sp1g09160.1, Sp2g04590.1
OG0015399	Carub.0008s0974.1.p	Sp6g11340.1
OG0015400	Carub.0003s0196.1.p	Sp3g01890.1
OG0015401	Carub.0004s1891.1.p	Sp4g19340.1
OG0015402	Carub.0006s2134.1.p	Sp2g23630.1
OG0015403	Carub.0001s2641.1.p	Sp1g24150.1
OG0015404	Carub.0008s2553.1.p	Sp2g27790.1
OG0015405	Carub.0006s0990.1.p	Sp6g32150.1
OG0015406	Carub.0004s0254.1.p	Sp4g02330.1
OG0015407	Carub.0006s1217.1.p	Sp6g30020.1
OG0015408	Carub.0006s2137.1.p	Sp2g23600.1
OG0015409	Carub.0003s3318.1.p	Sp3g32400.1
OG0015410	Carub.0001s3163.1.p	Sp1g28890.1
OG0015411	Carub.0001s1738.1.p	Sp1g15750.1
OG0015412	Carub.0008s2456.1.p	Sp2g26860.1
OG0015413	Carub.0006s0062.1.p	Sp6g40590.1
OG0015415	Carub.0006s2191.1.p	Sp2g23150.1
OG0015416	Carub.0003s2647.1.p	Sp3g23460.1
OG0015417	Carub.0003s3556.1.p	Sp3g34160.1
OG0015418	Carub.0006s1140.1.p	Sp6g30760.1
OG0015419	Carub.0007s2291.1.p	Sp7g15690.1
OG0015420	Carub.0001s3747.1.p	Sp1g35300.1
OG0015421	Carub.0008s1594.1.p	Sp6g17490.1
OG0015422	Carub.0002s0520.1.p	Sp2g04550.1
OG0015423	Carub.0008s0276.1.p	Sp2g10300.1
OG0015424	Carub.0007s1519.1.p	Sp7g23800.1
OG0015425	Carub.0006s0344.1.p	Sp6g38250.1
OG0015426	Carub.0004s0618.1.p	Sp4g06740.1
OG0015427	Carub.0006s3469.1.p	Sp6g02350.1
OG0015428	Carub.0001s2719.1.p	Sp1g24940.1
OG0015429	Carub.0003s1987.1.p	Sp3g17990.1
OG0015431	Carub.0008s2760.1.p	Sp2g29770.1
OG0015432	Carub.0006s2852.1.p	Sp6g07330.1
OG0015433	Carub.0002s0773.1.p	Sp2g06450.1
OG0015434	Carub.0006s3464.1.p	Sp6g02400.1
OG0015435	Carub.0001s3266.1.p	Sp1g29770.1
OG0015436	Carub.0007s1661.1.p	Sp7g22440.1
OG0015437	Carub.0007s0495.1.p	Sp7g33140.1
OG0015438	Carub.0008s2339.1.p	Sp2g25810.1
OG0015439	Carub.0006s2656.1.p	Sp6g10230.1
OG0015440	Carub.0006s0936.1.p	Sp6g32610.1
OG0015442	Carub.0007s1271.1.p	Sp7g26020.1
OG0015443	Carub.0004s1215.1.p	Sp4g13420.1
OG0015444	Carub.0007s2899.1.p	Sp7g11150.1
OG0015445	Carub.0001s3305.1.p	SpUn0020_0020.1, Sp1g30170.1
OG0015446	Carub.0001s3829.1.p	Sp1g36020.1
OG0015448	Carub.0006s1915.1.p	Sp6g23670.1
OG0015449	Carub.0005s1349.1.p	Sp5g14490.1
OG0015450	Carub.0007s0517.1.p	Sp7g32900.1
OG0015451	Carub.0002s2326.1.p	Sp5g31500.1
OG0015452	Carub.0006s0103.1.p	Sp6g40250.1
OG0015453	Carub.0008s1233.1.p	Sp6g14490.1
OG0015454	Carub.0008s1618.1.p	Sp6g17710.1
OG0015455	Carub.0008s1657.1.p	Sp6g18100.1
OG0015456	Carub.0002s2664.1.p	Sp5g34860.1
OG0015457	Carub.0001s1818.1.p	Sp1g16500.1
OG0015459	Carub.0001s3969.1.p	Sp1g37480.1
OG0015460	Carub.0003s3158.1.p	Sp3g30880.1
OG0015461	Carub.0008s1125.1.p	Sp6g13410.1
OG0015462	Carub.0001s3801.1.p	Sp1g35780.1
OG0015463	Carub.0008s1275.1.p	Sp6g14800.1
OG0015464	Carub.0004s0666.1.p	Sp4g07480.1
OG0015465	Carub.0003s1263.1.p	Sp3g11450.1
OG0015466	Carub.0002s1301.1.p	SpUn1100_0010.1
OG0015467	Carub.0001s1657.1.p	Sp1g14970.1
OG0015468	Carub.0003s1480.1.p	Sp3g13360.1
OG0015469	Carub.0006s2173.1.p	Sp2g23300.1
OG0015471	Carub.0006s2542.1.p	Sp2g20360.1
OG0015472	Carub.0001s3740.1.p	Sp1g35230.1
OG0015473	Carub.0004s1865.1.p	Sp4g19070.1
OG0015474	Carub.0008s2575.1.p	Sp2g28000.1
OG0015475	Carub.0005s1906.1.p	Sp5g09650.1
OG0015476	Carub.0007s0026.1.p	Sp7g37400.1
OG0015477	Carub.0003s1598.1.p	Sp3g14600.1
OG0015478	Carub.0004s1921.1.p	Sp4g19620.1
OG0015479	Carub.0007s0531.1.p	Sp7g32760.1
OG0015480	Carub.0004s2121.1.p	Sp4g21500.1
OG0015481	Carub.0007s0934.1.p	Sp7g29080.1
OG0015482	Carub.0003s1368.1.p	Sp3g12330.1
OG0015483	Carub.0003s0003.1.p	Sp3g00030.1
OG0015484	Carub.0005s2147.1.p, Carub.0005s2206.1.p, Carub.0005s2207.1.p	Sp5g07560.1
OG0015485	Carub.0001s3971.1.p	Sp1g37520.1
OG0015486	Carub.0007s1214.1.p	Sp7g26520.1
OG0015487	Carub.0006s2966.1.p	Sp6g06580.1
OG0015488	Carub.0002s1540.1.p	Sp5g23930.1
OG0015489	Carub.0001s4197.1.p	Sp1g39420.1
OG0015490	Carub.0003s0824.1.p	Sp3g07530.1
OG0015492	Carub.0008s1241.1.p	Sp6g14580.1
OG0015493	Carub.0007s3486.1.p	Sp7g01240.1
OG0015494	Carub.0002s1812.1.p	Sp5g26440.1
OG0015495	Carub.0003s3148.1.p	Sp3g30780.1
OG0015496	Carub.0008s0760.1.p	Sp2g18500.1
OG0015497	Carub.0007s3175.1.p	Sp7g06150.1
OG0015498	Carub.0004s0390.1.p	Sp4g03540.1
OG0015499	Carub.0008s1049.1.p	Sp6g12530.1, SpUn0015_0110.1
OG0015500	Carub.0006s2486.1.p	Sp2g20880.1
OG0015502	Carub.0005s0604.1.p	Sp2g16750.1
OG0015503	Carub.0007s1540.1.p	Sp7g23610.1
OG0015504	Carub.0003s1096.1.p	Sp3g09870.1
OG0015505	Carub.0002s1650.1.p	Sp5g24920.1
OG0015506	Carub.0001s3984.1.p	Sp1g37630.1
OG0015507	Carub.0005s1354.1.p	Sp5g14430.1
OG0015508	Carub.0006s0024.1.p	Sp6g40850.1
OG0015509	Carub.0003s0954.1.p	Sp3g08630.1
OG0015510	Carub.0001s0560.1.p	Sp1g05050.1
OG0015511	Carub.0008s0613.1.p	Sp2g07430.1
OG0015512	Carub.0006s0692.1.p	Sp6g34910.1
OG0015513	Carub.0005s1875.1.p	Sp5g09900.1
OG0015514	Carub.0006s0072.1.p	Sp6g40530.1
OG0015515	Carub.0002s2233.1.p	Sp5g30600.1
OG0015516	Carub.0008s2437.1.p	Sp2g26700.1
OG0015517	Carub.0003s0851.1.p	Sp3g07780.1
OG0015519	Carub.0007s0523.1.p	Sp7g32850.1
OG0015520	Carub.0004s2666.1.p	Sp4g26190.1
OG0015521	Carub.0005s1351.1.p	Sp5g14460.1
OG0015522	Carub.0004s1302.1.p	Sp4g04670.1
OG0015523	Carub.0007s1182.1.p	Sp7g26820.1
OG0015524	Carub.0005s2709.1.p	Sp5g02890.1
OG0015526	Carub.0001s2093.1.p	Sp1g19040.1
OG0015527	Carub.0008s0929.1.p	Sp2g19750.1, SpUn0021_0100.1
OG0015528	Carub.0007s1076.1.p	Sp7g27700.1
OG0015530	Carub.0002s1773.1.p	Sp5g26120.1
OG0015531	Carub.0008s1518.1.p	Sp6g16850.1
OG0015533	Carub.0006s0162.1.p	Sp6g39760.1
OG0015535	Carub.0003s2466.1.p	Sp3g22130.1
OG0015536	Carub.0005s2304.1.p	Sp5g06240.1
OG0015537	Carub.0004s3003.1.p	Sp4g29260.1
OG0015538	Carub.0007s0884.1.p	Sp7g29520.1
OG0015539	Carub.0004s2568.1.p	Sp4g25330.1
OG0015540	Carub.0003s3423.1.p	Sp3g33310.1
OG0015541	Carub.0003s0694.1.p	Sp3g06320.1
OG0015543	Carub.0007s2011.1.p	Sp7g19400.1
OG0015544	Carub.0008s0177.1.p	Sp2g11010.1
OG0015545	Carub.0003s3095.1.p	Sp3g30320.1
OG0015546	Carub.0004s2205.1.p	Sp4g22230.1
OG0015547	Carub.0004s3046.1.p	Sp4g29680.1
OG0015548	Carub.0002s1346.1.p	Sp5g22120.1
OG0015549	Carub.0002s0137.1.p	Sp2g01130.1
OG0015550	Carub.0005s1586.1.p	Sp5g12570.1
OG0015551	Carub.0001s2003.1.p	Sp1g18270.1
OG0015552	Carub.0005s0449.1.p	Sp2g15610.1
OG0015553	Carub.0006s0785.1.p	Sp6g34020.1
OG0015554	Carub.0003s0793.1.p	Sp3g07220.1
OG0015555	Carub.0008s0154.1.p	Sp2g11210.1
OG0015556	Carub.0008s0969.1.p	Sp6g11200.1
OG0015558	Carub.0003s2892.1.p	Sp3g28360.1
OG0015559	Carub.0008s1136.1.p	Sp6g13540.1
OG0015561	Carub.0005s1038.1.p, Carub.0015s0006.1.p	Sp5g16480.1
OG0015562	Carub.0002s1986.1.p	Sp5g28050.1
OG0015564	Carub.0006s1655.1.p, Carub.0006s1633.1.p	Sp6g26050.1
OG0015565	Carub.0002s0646.1.p	Sp2g05440.1
OG0015566	Carub.0002s0476.1.p	Sp2g04190.1
OG0015567	Carub.0007s2106.1.p	Sp7g18530.1
OG0015568	Carub.0007s3179.1.p	Sp7g06080.1
OG0015569	Carub.0008s1960.1.p	Sp6g20660.1
OG0015570	Carub.0005s1865.1.p	Sp5g09970.1
OG0015571	Carub.0002s1364.1.p	Sp5g22300.1
OG0015572	Carub.0003s1741.1.p	Sp3g15820.1
OG0015573	Carub.0001s3264.1.p	Sp1g29760.1
OG0015574	Carub.0006s3037.1.p	Sp6g06000.1
OG0015575	Carub.0007s0906.1.p	Sp1g31900.1
OG0015576	Carub.0007s3501.1.p	Sp7g01370.1
OG0015577	Carub.0002s2277.1.p	Sp5g31000.1
OG0015578	Carub.0005s2620.1.p	Sp5g03690.1
OG0015579	Carub.0001s4447.1.p	Sp1g41480.1
OG0015580	Carub.0002s1485.1.p	Sp5g23400.1
OG0015581	Carub.0002s1929.1.p	Sp5g27520.1
OG0015582	Carub.0001s2718.1.p	Sp1g24930.1
OG0015583	Carub.0006s0360.1.p	Sp6g38110.1
OG0015584	Carub.0003s1655.1.p	Sp3g15080.1
OG0015585	Carub.0007s2707.1.p	Sp7g13213.1
OG0015586	Carub.0005s0068.1.p	Sp2g13185.1
OG0015587	Carub.0005s1667.1.p	Sp5g11820.1
OG0015589	Carub.0007s2344.1.p	Sp7g16200.1
OG0015590	Carub.0003s2719.1.p	Sp3g24630.1
OG0015591	Carub.0002s2117.1.p	Sp5g29560.1
OG0015592	Carub.0001s3270.1.p	Sp1g29820.1
OG0015593	Carub.0005s1703.1.p	Sp5g11530.1
OG0015594	Carub.0001s0954.1.p	Sp1g08760.1
OG0015595	Carub.0004s2935.1.p	Sp4g28690.1
OG0015596	Carub.0001s4117.1.p	Sp1g38750.1
OG0015597	Carub.0001s4186.1.p	Sp1g39340.1
OG0015598	Carub.0007s2822.1.p	Sp5g13510.1
OG0015599	Carub.0003s3391.1.p	Sp3g32990.1
OG0015600	Carub.0006s0197.1.p	Sp6g39540.1
OG0015601	Carub.0003s1085.1.p	Sp3g09770.1
OG0015602	Carub.0003s2077.1.p	Sp3g18830.1
OG0015603	Carub.0003s2350.1.p, Carub.0137s0001.1.p	Sp3g20930.1
OG0015604	Carub.0004s0288.1.p	Sp4g02640.1
OG0015605	Carub.0005s1302.1.p	Sp5g14960.1
OG0015606	Carub.0006s2996.1.p	Sp6g06270.1
OG0015607	Carub.0007s0208.1.p	Sp7g35760.1
OG0015608	Carub.0008s1944.1.p	Sp6g20500.1
OG0015609	Carub.0008s1120.1.p	Sp6g13370.1
OG0015610	Carub.0007s0737.1.p	Sp7g30830.1
OG0015611	Carub.0002s1568.1.p	Sp5g24160.1
OG0015612	Carub.0003s0154.1.p	Sp3g01480.1
OG0015613	Carub.0003s0012.1.p	Sp3g00140.1
OG0015614	Carub.0007s2582.1.p	Sp7g14230.1
OG0015615	Carub.0007s3172.1.p	Sp1g38650.1
OG0015616	Carub.0006s3017.1.p	Sp6g06140.1
OG0015617	Carub.0006s2406.1.p	Sp2g21510.1
OG0015618	Carub.0003s0133.1.p	Sp3g01280.1
OG0015619	Carub.0006s2806.1.p	Sp6g07990.1
OG0015620	Carub.0008s2850.1.p	Sp2g30680.1
OG0015621	Carub.0003s2514.1.p	Sp3g22490.1
OG0015622	Carub.0004s1460.1.p	Sp4g15470.1
OG0015623	Carub.0005s3017.1.p	Sp5g00020.1, Sp1g00030.1
OG0015625	Carub.0001s2665.1.p	Sp1g24410.1
OG0015627	Carub.0007s2426.1.p	Sp7g17040.1
OG0015628	Carub.0004s0304.1.p	Sp4g02790.1
OG0015629	Carub.0003s3210.1.p	Sp3g31390.1
OG0015630	Carub.0008s0687.1.p	Sp7g08260.1
OG0015631	Carub.0006s0313.1.p	Sp6g38570.1
OG0015632	Carub.0001s3700.1.p	Sp1g34850.1
OG0015633	Carub.0008s1295.1.p	Sp6g14940.1
OG0015634	Carub.0007s3072.1.p	Sp7g07410.1
OG0015635	Carub.0004s1786.1.p	Sp3g21300.1
OG0015636	Carub.0006s3445.1.p	Sp6g02590.1
OG0015637	Carub.0004s2824.1.p	Sp4g27650.1
OG0015638	Carub.0008s1226.1.p	Sp6g14420.1
OG0015639	Carub.0002s2310.1.p	Sp5g31350.1
OG0015640	Carub.0002s1604.1.p	Sp5g24490.1
OG0015641	Carub.0007s1152.1.p	Sp7g27010.1
OG0015642	Carub.0008s1884.1.p	Sp6g19960.1
OG0015643	Carub.0002s1810.1.p	Sp5g26380.1
OG0015644	Carub.0004s1176.1.p	Sp4g13150.1
OG0015645	Carub.0135s0001.1.p, Carub.0003s3096.1.p	Sp3g30330.1
OG0015646	Carub.0001s2517.1.p	Sp1g22860.1
OG0015647	Carub.0008s2511.1.p	Sp2g27380.1
OG0015648	Carub.0004s1124.1.p	Sp4g12670.1
OG0015649	Carub.0006s3580.1.p	Sp6g01350.1
OG0015650	Carub.0001s2472.1.p	Sp1g22430.1
OG0015651	Carub.0001s3120.1.p	Sp1g28110.1
OG0015652	Carub.0001s1634.1.p	Sp1g14740.1
OG0015653	Carub.0008s1731.1.p	Sp6g18570.1
OG0015654	Carub.0008s1437.1.p	Sp6g16120.1
OG0015655	Carub.0007s3698.1.p	Sp7g03040.1
OG0015656	Carub.0007s2522.1.p	Sp7g14830.1
OG0015657	Carub.0007s3520.1.p	Sp7g01520.1
OG0015658	Carub.0006s1263.1.p	Sp6g29570.1
OG0015659	Carub.0006s0865.1.p	Sp6g33210.1
OG0015660	Carub.0007s0626.1.p	Sp7g31890.1
OG0015661	Carub.0003s0770.1.p	Sp1g26430.1
OG0015662	Carub.0001s0905.1.p	Sp1g08300.1
OG0015663	Carub.0007s2651.1.p	Sp7g13620.1
OG0015664	Carub.0003s3414.1.p	Sp3g33210.1
OG0015665	Carub.0001s4365.1.p	Sp1g40810.1
OG0015666	Carub.0006s1686.1.p	Sp6g25750.1
OG0015667	Carub.0004s2064.1.p	Sp4g21000.1
OG0015668	Carub.0001s3558.1.p	Sp1g33960.1
OG0015669	Carub.0003s2546.1.p	Sp3g22720.1
OG0015670	Carub.0005s2875.1.p	Sp5g01360.1
OG0015671	Carub.0003s3458.1.p	Sp3g33480.1
OG0015672	Carub.0002s2711.1.p	Sp5g35130.1
OG0015673	Carub.0004s0756.1.p	Sp4g08210.1
OG0015674	Carub.0005s2836.1.p	Sp5g01740.1
OG0015675	Carub.0001s2883.1.p	Sp1g26470.1
OG0015676	Carub.0007s1962.1.p	Sp7g19950.1
OG0015677	Carub.0005s2888.1.p	Sp5g01240.1
OG0015678	Carub.0006s1802.1.p	Sp6g24710.1
OG0015679	Carub.0001s4245.1.p	Sp1g39850.1
OG0015680	Carub.0006s0502.1.p	Sp6g36750.1
OG0015681	Carub.0003s0097.1.p	Sp3g00920.1
OG0015682	Carub.0003s2558.1.p	Sp3g22830.1
OG0015683	Carub.0007s1668.1.p	Sp7g22350.1
OG0015684	Carub.0006s1283.1.p	Sp6g29380.1
OG0015685	Carub.0001s4318.1.p	Sp1g40390.1
OG0015686	Carub.0006s0257.1.p	Sp6g39070.1
OG0015687	Carub.0007s0513.1.p	Sp7g32930.1
OG0015688	Carub.0008s1362.1.p	Sp6g15593.1
OG0015689	Carub.0002s0772.1.p	Sp2g06420.1
OG0015690	Carub.0006s2024.1.p	Sp6g22750.1
OG0015691	Carub.0005s0667.1.p	Sp2g17080.1
OG0015692	Carub.0007s0074.1.p	Sp7g36950.1
OG0015693	Carub.0008s1821.1.p	Sp6g19390.1
OG0015694	Carub.0007s3133.1.p	Sp7g06710.1
OG0015695	Carub.0001s0929.1.p	Sp1g08540.1
OG0015696	Carub.0003s2504.1.p	Sp3g22410.1
OG0015697	Carub.0006s1271.1.p	Sp6g29480.1
OG0015698	Carub.0008s0211.1.p	Sp2g10770.1
OG0015699	Carub.0007s3100.1.p	Sp7g07210.1
OG0015700	Carub.0003s2480.1.p	Sp3g22270.1
OG0015701	Carub.0003s1766.1.p	Sp3g16050.1
OG0015702	Carub.0001s0325.1.p	Sp1g02917.1
OG0015703	Carub.0007s3342.1.p	Sp7g00170.1
OG0015704	Carub.0001s1415.1.p	Sp1g12810.1
OG0015705	Carub.0006s3453.1.p	Sp6g02520.1
OG0015706	Carub.0003s2096.1.p	Sp3g19020.1
OG0015707	Carub.0003s1976.1.p	Sp3g17890.1
OG0015708	Carub.0006s3386.1.p	Sp6g03230.1
OG0015709	Carub.0004s0170.1.p	Sp4g01570.1
OG0015710	Carub.0006s0954.1.p	Sp6g32460.1
OG0015711	Carub.0006s3513.1.p	Sp6g01980.1
OG0015712	Carub.0008s1765.1.p	Sp6g18870.1
OG0015713	Carub.0002s2769.1.p	Sp5g35950.1
OG0015714	Carub.0005s1890.1.p	Sp5g09790.1
OG0015715	Carub.0003s2590.1.p	Sp3g23100.1
OG0015716	Carub.0007s0103.1.p	Sp7g36670.1
OG0015717	Carub.0005s2475.1.p	Sp5g04810.1
OG0015719	Carub.0007s0042.1.p	Sp7g37240.1
OG0015720	Carub.0006s1832.1.p	Sp6g24430.1
OG0015721	Carub.0004s1061.1.p	Sp4g12290.1
OG0015723	Carub.0004s1889.1.p	Sp4g19310.1
OG0015724	Carub.0008s2752.1.p	Sp2g29680.1
OG0015725	Carub.0003s0959.1.p	Sp3g08680.1
OG0015726	Carub.0002s1312.1.p	Sp5g21890.1
OG0015727	Carub.0007s0700.1.p	Sp7g31180.1
OG0015728	Carub.0002s2486.1.p	Sp1g20050.1, Sp5g33110.1
OG0015729	Carub.0002s0731.1.p	Sp2g06150.1
OG0015730	Carub.0004s1922.1.p	Sp4g19630.1
OG0015731	Carub.0001s3439.1.p	Sp1g32200.1
OG0015732	Carub.0007s0411.1.p	Sp7g33900.1
OG0015736	Carub.0003s2766.1.p	Sp6g33790.1
OG0015737	Carub.0006s3459.1.p	Sp6g02460.1
OG0015738	Carub.0007s3341.1.p	Sp7g00160.1
OG0015739	Carub.0005s2689.1.p	Sp5g03050.1
OG0015742	Carub.0007s1857.1.p	Sp7g20770.1
OG0015743	Carub.0006s1846.1.p	Sp6g24330.1
OG0015744	Carub.0001s2627.1.p	Sp1g23990.1
OG0015745	Carub.0003s0025.1.p	Sp3g00250.1
OG0015746	Carub.0007s3304.1.p	Sp7g04170.1
OG0015747	Carub.0001s2250.1.p	Sp1g20460.1
OG0015748	Carub.0008s1955.1.p	Sp6g20610.1
OG0015749	Carub.0006s1685.1.p	Sp6g25760.1
OG0015750	Carub.0003s1784.1.p	Sp3g16230.1
OG0015751	Carub.0006s0976.1.p	Sp6g32270.1
OG0015752	Carub.0001s0528.1.p	Sp1g04750.1
OG0015753	Carub.0003s2131.1.p	Sp3g19340.1
OG0015754	Carub.0006s2213.1.p	Sp2g23010.1
OG0015755	Carub.0001s1079.1.p	Sp1g09870.1
OG0015756	Carub.0001s0555.1.p	Sp1g05000.1
OG0015757	Carub.0006s0975.1.p	Sp6g32280.1
OG0015758	Carub.0006s0721.1.p	Sp6g34630.1
OG0015759	Carub.0007s2473.1.p	Sp7g15280.1
OG0015760	Carub.0005s0655.1.p	Sp2g17030.1
OG0015761	Carub.0007s1407.1.p	Sp7g24750.1
OG0015762	Carub.0007s2890.1.p	Sp7g11340.1
OG0015763	Carub.0001s2199.1.p	Sp1g19940.1
OG0015764	Carub.0003s2972.1.p	Sp3g29130.1
OG0015765	Carub.0002s2052.1.p	Sp5g28960.1
OG0015767	Carub.0007s0355.1.p	Sp7g34430.1
OG0015769	Carub.0003s3016.1.p	Sp3g29660.1
OG0015770	Carub.0003s0779.1.p	Sp3g07100.1
OG0015771	Carub.0004s1882.1.p	Sp4g19260.1
OG0015772	Carub.0003s3018.1.p	Sp3g29690.1
OG0015773	Carub.0001s2502.1.p	Sp1g22740.1
OG0015774	Carub.0001s3927.1.p	Sp1g37000.1
OG0015775	Carub.0001s3152.1.p	Sp1g28810.1
OG0015776	Carub.0008s1514.1.p	Sp6g16810.1
OG0015777	Carub.0006s0255.1.p	Sp6g39110.1
OG0015778	Carub.0005s1473.1.p	Sp5g13440.1
OG0015779	Carub.0006s2628.1.p	Sp7g16990.1
OG0015780	Carub.0003s2668.1.p	SpUn0142_0010.1, Sp3g23690.1
OG0015781	Carub.0001s1737.1.p	Sp1g15740.1
OG0015782	Carub.0004s2759.1.p	Sp4g27060.1
