Orthogroup	Capsella_rubella	Thellungiella_parvula
OG0009003	Carub.0003s1326.1.p	Sp3g11940.1
OG0009004	Carub.0005s1147.1.p	Sp5g15870.1
OG0009005	Carub.0003s2087.1.p	Sp3g18920.1
OG0009006	Carub.0002s2161.1.p	Sp5g29960.1
OG0009007	Carub.0004s2544.1.p	Sp4g25100.1
OG0009008	Carub.0004s2041.1.p	Sp4g20760.1
OG0009009	Carub.0001s1024.1.p	Sp1g09420.1
OG0009010	Carub.0006s2676.1.p	Sp6g09840.1
OG0009011	Carub.0004s2082.1.p	Sp4g21190.1
OG0009012	Carub.0001s2852.1.p	Sp1g26130.1
OG0009013	Carub.0008s0861.1.p	Sp2g19280.1
OG0009014	Carub.0003s0346.1.p	Sp3g03150.1
OG0009015	Carub.0006s0098.1.p	Sp6g40300.1
OG0009016	Carub.0007s0178.1.p	Sp7g36040.1
OG0009017	Carub.0001s0950.1.p	Sp1g08730.1
OG0009018	Carub.0003s1127.1.p	Sp3g10160.1
OG0009019	Carub.0001s3946.1.p	Sp1g37210.1
OG0009020	Carub.0008s0645.1.p	SpUn0014_0110.1, Sp2g06960.1
OG0009022	Carub.0006s2060.1.p, Carub.0006s2061.1.p	Sp6g22540.1
OG0009023	Carub.0008s1308.1.p	Sp6g15060.1
OG0009024	Carub.0004s0471.1.p	Sp4g04120.1
OG0009025	Carub.0001s2347.1.p	Sp1g21380.1
OG0009026	Carub.0003s2788.1.p	Sp3g26820.1
OG0009027	Carub.0004s1692.1.p	Sp4g17440.1
OG0009028	Carub.0001s4295.1.p	Sp1g40210.1
OG0009029	Carub.0008s0871.1.p	Sp2g19340.1
OG0009030	Carub.0001s2207.1.p	Sp1g20060.1
OG0009031	Carub.0005s2434.1.p	Sp5g05100.1
OG0009032	Carub.0003s2994.1.p	Sp3g29440.1
OG0009033	Carub.0001s1517.1.p	Sp1g13740.1
OG0009034	Carub.0002s2055.1.p	Sp5g28980.1
OG0009035	Carub.0003s1611.1.p	Sp3g14740.1
OG0009036	Carub.0008s1114.1.p	Sp6g13290.1
OG0009037	Carub.0003s1801.1.p	Sp3g16370.1
OG0009039	Carub.0008s1474.1.p	Sp6g16420.1
OG0009040	Carub.0003s1803.1.p	Sp3g16380.1
OG0009041	Carub.0005s0063.1.p	Sp2g13140.1
OG0009042	Carub.0003s1117.1.p	Sp3g10050.1
OG0009043	Carub.0007s3488.1.p	Sp7g01260.1
OG0009044	Carub.0003s2984.1.p	Sp3g29270.1
OG0009045	Carub.0004s3008.1.p	Sp4g29300.1
OG0009046	Carub.0007s2498.1.p	Sp7g15080.1
OG0009047	Carub.0003s3349.1.p, Carub.0003s3352.1.p	Sp3g32620.1
OG0009048	Carub.0008s2018.1.p	Sp6g21200.1
OG0009049	Carub.0008s0123.1.p	Sp2g11500.1
OG0009051	Carub.0004s2971.1.p	Sp4g28980.1
OG0009052	Carub.0006s2052.1.p	Sp6g22620.1
OG0009053	Carub.0006s2014.1.p	Sp6g22860.1
OG0009054	Carub.0008s1671.1.p	Sp6g18190.1
OG0009055	Carub.0001s2829.1.p	Sp1g25930.1
OG0009056	Carub.0001s0568.1.p	Sp1g05110.1
OG0009057	Carub.0001s1964.1.p	Sp1g17880.1
OG0009058	Carub.0005s0795.1.p	Sp2g17830.1
OG0009059	Carub.0004s2230.1.p	Sp4g22440.1
OG0009061	Carub.0001s0945.1.p	Sp1g08680.1
OG0009062	Carub.0003s0350.1.p	Sp3g03190.1
OG0009063	Carub.0004s1613.1.p	Sp4g16730.1
OG0009064	Carub.0003s1197.1.p	Sp3g10760.1
OG0009065	Carub.0004s0315.1.p	Sp4g02900.1
OG0009066	Carub.0008s0737.1.p	Sp2g18330.1
OG0009067	Carub.0002s1948.1.p	Sp5g27700.1
OG0009068	Carub.0003s0333.1.p	Sp3g03060.1
OG0009069	Carub.0008s2350.1.p	Sp2g25940.1
OG0009070	Carub.0004s0731.1.p	Sp4g08630.1
OG0009071	Carub.0004s2756.1.p	Sp4g27030.1
OG0009072	Carub.0002s1784.1.p	Sp5g26200.1
OG0009073	Carub.0006s0073.1.p	Sp6g40520.1
OG0009074	Carub.0005s1728.1.p	Sp5g11330.1
OG0009075	Carub.0007s0058.1.p	Sp4g00260.1, Sp7g37080.1
OG0009076	Carub.0003s2724.1.p	SpUN0680_0010.1
OG0009077	Carub.0006s1937.1.p	Sp6g23450.1
OG0009078	Carub.0003s2019.1.p	Sp3g18280.1
OG0009079	Carub.0007s3006.1.p	Sp7g09150.1
OG0009080	Carub.0006s1220.1.p	Sp6g29990.1
OG0009081	Carub.0003s1138.1.p	Sp3g10270.1
OG0009082	Carub.0008s1273.1.p	Sp6g14790.1
OG0009083	Carub.0001s3642.1.p	Sp1g34660.1
OG0009085	Carub.0002s0892.1.p	SpUn0002_0170.1
OG0009086	Carub.0008s2666.1.p	Sp2g28860.1
OG0009087	Carub.0004s1337.1.p	Sp4g14430.1, Sp4g14440.1
OG0009088	Carub.0003s0992.1.p	Sp3g09010.1
OG0009089	Carub.0001s0097.1.p	Sp1g01040.1
OG0009090	Carub.0006s3562.1.p	Sp6g01490.1
OG0009091	Carub.0005s2126.1.p	Sp5g07790.1
OG0009092	Carub.0001s0340.1.p	Sp1g03030.1
OG0009093	Carub.0003s1093.1.p	Sp3g09840.1
OG0009094	Carub.0006s1180.1.p	Sp6g30380.1
OG0009095	Carub.0006s2618.1.p, Carub.0006s2620.1.p, Carub.0028s0001.1.p	Sp2g19980.1
OG0009096	Carub.0004s2936.1.p	Sp4g28700.1
OG0009097	Carub.0004s2087.1.p	Sp4g21230.1
OG0009098	Carub.0005s1972.1.p	Sp5g09140.1
OG0009099	Carub.0004s0977.1.p	Sp4g11620.1
OG0009100	Carub.0007s2356.1.p	Sp7g16310.1
OG0009101	Carub.0001s1800.1.p	Sp1g16330.1
OG0009102	Carub.0008s2005.1.p	Sp6g21060.1
OG0009103	Carub.0001s1845.1.p	Sp1g16790.1
OG0009104	Carub.0007s2325.1.p, Carub.0007s2324.1.p	Sp7g16050.1
OG0009105	Carub.0006s2981.1.p	Sp6g06420.1
OG0009106	Carub.0008s1189.1.p	Sp6g14100.1
OG0009107	Carub.0004s1777.1.p	Sp4g18280.1
OG0009108	Carub.0005s1708.1.p	Sp5g11490.1, SpUn0083_0030.1
OG0009109	Carub.0002s1212.1.p	Sp5g21190.1
OG0009110	Carub.0007s1277.1.p	Sp7g25970.1
OG0009111	Carub.0001s0291.1.p	Sp1g02650.1
OG0009112	Carub.0003s0272.1.p	Sp3g02550.1
OG0009113	Carub.0005s1973.1.p	Sp5g09130.1
OG0009114	Carub.0001s1326.1.p	Sp1g11960.1
OG0009115	Carub.0001s4134.1.p	Sp1g38930.1
OG0009116	Carub.0007s1687.1.p	Sp7g22180.1
OG0009117	Carub.0003s0650.1.p	Sp3g05940.1
OG0009118	Carub.0002s1019.1.p	Sp5g19410.1
OG0009119	Carub.0006s1085.1.p	Sp6g31300.1
OG0009120	Carub.0003s2970.1.p	Sp3g29090.1, Sp3g29120.1, Sp3g29110.1
OG0009121	Carub.0002s2060.1.p	Sp5g29040.1
OG0009122	Carub.0002s2474.1.p	Sp5g33010.1
OG0009123	Carub.0008s2812.1.p	Sp2g30410.1
OG0009124	Carub.0001s0891.1.p	Sp1g08170.1
OG0009125	Carub.0004s0051.1.p	Sp4g00630.1
OG0009126	Carub.0003s2249.1.p	Sp3g20110.1
OG0009128	Carub.0001s0153.1.p	Sp1g01530.1
OG0009129	Carub.0005s1827.1.p	Sp5g10350.1
OG0009131	Carub.0008s0014.1.p	Sp2g12350.1
OG0009132	Carub.0007s0179.1.p	Sp7g36030.1
OG0009133	Carub.0006s1162.1.p	Sp6g30560.1
OG0009134	Carub.0002s2365.1.p	Sp5g31890.1, Sp5g31880.1
OG0009135	Carub.0007s0121.1.p	Sp7g36570.1
OG0009136	Carub.0005s0779.1.p	Sp2g17710.1
OG0009137	Carub.0003s3119.1.p	Sp3g30590.1
OG0009138	Carub.0003s1493.1.p	Sp3g13480.1
OG0009139	Carub.0001s3810.1.p	Sp1g35840.1
OG0009140	Carub.0007s0795.1.p	Sp7g30370.1
OG0009141	Carub.0006s3650.1.p	Sp6g00700.1
OG0009142	Carub.0008s0223.1.p	Sp2g10670.1
OG0009143	Carub.0007s1575.1.p	Sp7g23280.1
OG0009144	Carub.0003s2774.1.p	Sp3g26280.1
OG0009145	Carub.0001s2908.1.p	Sp1g26670.1
OG0009146	Carub.0008s2042.1.p	Sp6g21430.1
OG0009147	Carub.0007s2482.1.p	Sp7g15200.1
OG0009148	Carub.0004s2895.1.p	Sp4g28300.1
OG0009149	Carub.0003s0167.1.p	Sp3g01590.1
OG0009150	Carub.0001s1388.1.p	Sp1g12540.1
OG0009151	Carub.0005s0754.1.p	Sp2g17610.1
OG0009153	Carub.0008s2389.1.p	Sp2g26260.1
OG0009154	Carub.0006s3269.1.p	Sp6g04170.1
OG0009155	Carub.0001s0921.1.p	Sp1g08460.1
OG0009156	Carub.0008s1083.1.p	Sp6g12980.1
OG0009157	Carub.0007s0798.1.p	Sp7g30350.1
OG0009158	Carub.0004s0989.1.p	Sp4g11710.1
OG0009159	Carub.0007s1569.1.p	Sp7g23340.1
OG0009160	Carub.0008s0010.1.p	Sp2g12390.1
OG0009161	Carub.0005s1788.1.p	Sp5g10740.1
OG0009162	Carub.0002s0032.1.p	Sp2g00290.1
OG0009163	Carub.0007s1340.1.p	Sp7g25400.1
OG0009164	Carub.0003s0823.1.p	Sp3g07520.1
OG0009165	Carub.0002s1500.1.p	Sp5g23560.1
OG0009166	Carub.0002s1112.1.p	Sp7g05710.1, Sp5g20140.1
OG0009167	Carub.0004s2445.1.p	Sp4g24320.1
OG0009168	Carub.0006s0573.1.p	Sp6g36020.1
OG0009170	Carub.0004s2208.1.p	Sp4g22260.1
OG0009171	Carub.0004s2156.1.p	Sp4g21790.1
OG0009172	Carub.0006s1132.1.p	Sp6g30830.1
OG0009173	Carub.0001s3574.1.p	Sp1g34120.1
OG0009174	Carub.0001s1862.1.p	Sp1g16950.1
OG0009175	Carub.0008s2330.1.p	Sp2g25780.1
OG0009176	Carub.0005s2104.1.p	Sp5g07980.1
OG0009177	Carub.0003s2431.1.p	SpUn0242_0010.1
OG0009178	Carub.0013s0013.1.p, Carub.0013s0012.1.p	Sp7g16030.1
OG0009179	Carub.0007s2657.1.p	Sp7g13580.1
OG0009180	Carub.0005s0100.1.p	Sp2g13420.1
OG0009181	Carub.0004s1888.1.p	Sp4g19300.1
OG0009182	Carub.0006s1886.1.p	Sp6g23930.1
OG0009183	Carub.0003s3207.1.p	Sp3g31360.1
OG0009184	Carub.0002s2648.1.p	Sp5g34670.1
OG0009185	Carub.0007s1674.1.p	Sp7g22320.1
OG0009187	Carub.0006s2963.1.p	Sp6g06610.1
OG0009188	Carub.0003s1565.1.p	Sp5g13480.1
OG0009189	Carub.0006s1612.1.p	Sp6g26360.1
OG0009190	Carub.0007s2179.1.p	Sp7g18040.1
OG0009191	Carub.0004s1318.1.p	Sp4g14230.1
OG0009192	Carub.0002s2777.1.p	Sp5g36040.1
OG0009193	Carub.0008s1155.1.p	Sp6g13670.1
OG0009194	Carub.0005s0518.1.p	Sp2g16120.1
OG0009195	Carub.0008s2852.1.p	Sp2g30690.1
OG0009196	Carub.0006s1131.1.p	Sp6g30840.1
OG0009197	Carub.0005s2242.1.p	Sp5g06810.1
OG0009198	Carub.0004s1948.1.p	Sp4g19910.1
OG0009199	Carub.0001s3244.1.p	Sp1g29510.1
OG0009200	Carub.0005s1432.1.p	Sp5g13830.1
OG0009201	Carub.0007s0909.1.p	Sp7g29320.1
OG0009202	Carub.0006s1609.1.p	Sp6g26390.1
OG0009203	Carub.0002s2391.1.p	Sp5g32160.1
OG0009204	Carub.0004s1348.1.p, Carub.0004s1349.1.p	Sp4g14550.1
OG0009205	Carub.0003s3116.1.p	Sp3g30540.1
OG0009206	Carub.0001s1240.1.p	Sp1g11280.1
OG0009207	Carub.0003s1607.1.p	Sp3g14690.1
OG0009208	Carub.0004s0019.1.p	Sp4g00320.1
OG0009209	Carub.0002s1978.1.p	Sp5g27980.1
OG0009210	Carub.0001s0623.1.p	Sp1g05650.1
OG0009211	Carub.0006s0826.1.p	Sp6g33570.1
OG0009212	Carub.0006s0291.1.p	Sp6g38780.1
OG0009213	Carub.0001s2754.1.p	Sp1g25270.1
OG0009214	Carub.0002s1881.1.p	Sp5g27100.1
OG0009215	Carub.0008s2740.1.p	Sp2g29570.1
OG0009216	Carub.0006s0610.1.p	Sp6g35740.1
OG0009217	Carub.0007s1221.1.p	Sp7g26460.1
OG0009219	Carub.0006s1021.1.p	Sp6g31900.1
OG0009220	Carub.0003s2029.1.p	Sp3g18370.1
OG0009221	Carub.0002s2591.1.p	Sp5g34090.1
OG0009222	Carub.0007s1016.1.p	Sp7g28320.1
OG0009223	Carub.0001s3110.1.p	Sp1g28190.1
OG0009224	Carub.0008s0475.1.p	Sp2g08660.1
OG0009225	Carub.0004s0171.1.p	Sp4g01590.1
OG0009226	Carub.0006s3387.1.p	Sp6g03220.1
OG0009227	Carub.0006s3120.1.p	Sp6g05420.1
OG0009228	Carub.0006s2308.1.p	Sp2g22280.1
OG0009229	Carub.0007s3514.1.p	Sp7g01470.1
OG0009230	Carub.0001s1662.1.p	Sp1g15020.1
OG0009231	Carub.0005s0684.1.p	Sp2g17140.1
OG0009232	Carub.0008s2490.1.p	Sp2g27180.1
OG0009233	Carub.0007s2438.1.p	Sp7g17150.1
OG0009234	Carub.0008s1804.1.p	Sp6g19240.1
OG0009235	Carub.0005s0691.1.p	Sp2g17190.1
OG0009236	Carub.0006s1899.1.p	Sp6g23830.1
OG0009237	Carub.0007s0340.1.p	Sp7g34580.1
OG0009238	Carub.0002s2659.1.p	Sp5g34790.1
OG0009239	Carub.0008s2246.1.p	Sp2g24970.1
OG0009240	Carub.0001s2980.1.p	Sp1g27190.1
OG0009241	Carub.0005s1363.1.p	Sp5g14330.1
OG0009242	Carub.0007s0272.1.p	Sp7g35220.1
OG0009243	Carub.0004s2421.1.p	Sp4g24170.1
OG0009244	Carub.0005s0743.1.p	Sp2g17510.1
OG0009245	Carub.0002s2465.1.p	Sp5g32920.1
OG0009246	Carub.0001s0595.1.p	Sp1g05350.1
OG0009247	Carub.0004s0185.1.p	Sp4g01710.1
OG0009248	Carub.0007s0051.1.p	Sp7g37140.1
OG0009249	Carub.0006s1287.1.p	Sp6g29340.1
OG0009250	Carub.0005s0019.1.p	Sp2g12670.1
OG0009251	Carub.0004s2075.1.p	Sp4g21110.1, Sp4g21130.1
OG0009252	Carub.0005s1686.1.p	Sp5g11670.1
OG0009253	Carub.0005s2625.1.p	Sp5g03640.1
OG0009254	Carub.0008s0452.1.p	Sp2g08860.1
OG0009255	Carub.0006s2945.1.p	Sp6g10430.1, Sp6g10410.1, Sp6g06810.1
OG0009257	Carub.0007s0509.1.p	Sp7g32990.1
OG0009258	Carub.0002s0227.1.p	Sp2g01930.1
OG0009259	Carub.0003s0286.1.p	Sp3g02670.1
OG0009260	Carub.0008s1754.1.p	Sp6g18750.1
OG0009261	Carub.0007s3583.1.p	Sp7g02150.1
OG0009262	Carub.0005s1528.1.p	Sp5g12990.1
OG0009263	Carub.0004s1211.1.p	Sp4g13380.1
OG0009264	Carub.0001s2658.1.p	Sp1g24340.1
OG0009265	Carub.0004s0360.1.p	Sp4g03260.1
OG0009266	Carub.0003s1231.1.p	Sp3g11120.1
OG0009267	Carub.0001s2137.1.p	Sp1g19440.1
OG0009268	Carub.0007s2916.1.p	Sp3g23640.1, Sp7g10960.1
OG0009269	Carub.0003s0760.1.p	Sp3g06930.1
OG0009270	Carub.0004s0182.1.p	Sp4g01690.1
OG0009271	Carub.0001s2489.1.p	Sp1g22610.1
OG0009272	Carub.0001s0275.1.p	Sp1g02540.1
OG0009273	Carub.0006s0562.1.p	Sp6g36110.1
OG0009274	Carub.0002s0621.1.p	Sp2g05250.1
OG0009275	Carub.0002s2420.1.p	Sp5g32500.1
OG0009276	Carub.0001s3635.1.p	Sp1g34620.1
OG0009277	Carub.0005s1688.1.p	Sp5g11650.1
OG0009278	Carub.0006s2140.1.p, Carub.0008s0605.1.p	Sp2g23570.1
OG0009279	Carub.0008s0670.1.p	Sp4g23230.1
OG0009280	Carub.0008s2195.1.p	Sp2g24500.1
OG0009281	Carub.0008s0231.1.p	Sp2g10590.1
OG0009282	Carub.0008s2269.1.p	Sp2g25180.1
OG0009283	Carub.0001s0829.1.p, Carub.0001s0830.1.p	Sp1g07590.1
OG0009284	Carub.0033s0005.1.p, Carub.0001s0201.1.p, Carub.0007s3652.1.p	Sp1g01880.1
OG0009285	Carub.0008s0777.1.p	Sp2g18580.1
OG0009286	Carub.0005s1348.1.p	Sp5g14500.1
OG0009287	Carub.0007s3054.1.p	Sp7g07700.1
OG0009288	Carub.0006s1043.1.p	Sp6g31700.1
OG0009289	Carub.0006s3119.1.p	Sp6g05430.1
OG0009290	Carub.0003s2183.1.p	Sp3g19770.1
OG0009291	Carub.0003s1032.1.p	Sp3g09360.1
OG0009292	Carub.0005s1854.1.p	Sp5g10090.1
OG0009293	Carub.0005s2296.1.p	Sp5g06320.1
OG0009294	Carub.0004s2411.1.p	Sp4g24100.1
OG0009295	Carub.0004s1168.1.p	Sp4g13070.1
OG0009296	Carub.0014s0005.1.p	Sp2g18410.1
OG0009297	Carub.0004s2058.1.p	Sp4g20930.1
OG0009298	Carub.0001s3111.1.p	Sp1g28180.1
OG0009299	Carub.0003s3500.1.p	Sp2g18300.1
OG0009300	Carub.0005s2374.1.p	Sp5g05580.1
OG0009301	Carub.0002s1953.1.p	Sp5g23290.1
OG0009302	Carub.0005s1392.1.p	Sp5g14150.1
OG0009303	Carub.0005s1475.1.p	Sp5g13420.1
OG0009304	Carub.0002s1468.1.p	Sp5g23200.1
OG0009305	Carub.0008s1080.1.p	Sp6g12920.1
OG0009306	Carub.0006s0265.1.p	Sp6g38990.1
OG0009308	Carub.0008s1034.1.p	Sp6g12380.1
OG0009309	Carub.0003s1879.1.p	Sp3g17080.1
OG0009310	Carub.0002s0458.1.p	Sp2g03990.1
OG0009312	Carub.0006s2057.1.p	Sp6g22570.1
OG0009313	Carub.0003s0395.1.p	Sp3g03620.1
OG0009314	Carub.0003s1592.1.p	Sp3g14540.1
OG0009316	Carub.0007s0663.1.p	Sp7g31540.1
OG0009318	Carub.0005s1640.1.p	Sp5g12060.1
OG0009319	Carub.0008s2267.1.p	Sp2g25160.1
OG0009320	Carub.0006s1233.1.p	Sp6g29880.1, SpUn0049_0080.1
OG0009321	Carub.0007s0328.1.p	Sp7g34680.1
OG0009322	Carub.0001s0985.1.p	Sp1g09020.1
OG0009323	Carub.0003s1605.1.p	Sp3g14670.1
OG0009324	Carub.0008s1355.1.p	Sp6g15510.1
OG0009325	Carub.0001s1838.1.p	Sp1g16740.1
OG0009326	Carub.0008s1248.1.p	Sp6g14600.1
OG0009327	Carub.0008s2588.1.p	Sp2g28120.1
OG0009328	Carub.0003s0392.1.p	Sp3g03600.1
OG0009329	Carub.0006s1198.1.p	Sp6g30220.1
OG0009330	Carub.0002s1628.1.p	Sp5g24730.1
OG0009331	Carub.0006s0717.1.p	Sp6g34670.1
OG0009332	Carub.0001s2125.1.p	Sp1g19350.1
OG0009333	Carub.0008s2455.1.p	Sp2g26850.1
OG0009334	Carub.0005s2285.1.p	Sp5g06430.1
OG0009335	Carub.0006s1327.1.p	Sp6g28970.1
OG0009336	Carub.0006s1497.1.p	Sp6g27370.1
OG0009337	Carub.0001s1853.1.p	Sp1g16860.1
OG0009338	Carub.0006s0161.1.p	Sp6g39770.1
OG0009339	Carub.0007s1722.1.p	Sp7g21850.1
OG0009340	Carub.0001s2354.1.p	Sp1g21430.1
OG0009341	Carub.0001s4017.1.p, Carub.0008s0647.1.p	Sp1g37990.1
OG0009342	Carub.0004s2929.1.p	Sp4g28620.1
OG0009343	Carub.0003s1172.1.p	Sp3g10550.1
OG0009344	Carub.0006s1244.1.p	Sp6g29790.1
OG0009345	Carub.0006s1175.1.p	Sp6g30440.1
OG0009346	Carub.0005s1474.1.p	Sp5g13430.1
OG0009347	Carub.0003s2460.1.p	Sp3g22040.1
OG0009348	Carub.0005s2671.1.p	Sp5g03200.1
OG0009349	Carub.0003s0643.1.p	Sp3g05860.1
OG0009350	Carub.0001s1106.1.p	Sp1g10080.1
OG0009351	Carub.0006s0013.1.p	Sp6g40970.1
OG0009352	Carub.0001s3474.1.p, Carub.0001s3475.1.p	Sp1g32760.1
OG0009353	Carub.0004s2116.1.p	Sp4g21460.1
OG0009354	Carub.0008s2768.1.p	Sp2g29850.1
OG0009355	Carub.0001s0794.1.p	Sp1g07240.1
OG0009357	Carub.0006s1851.1.p	Sp6g24270.1
OG0009358	Carub.0004s2618.1.p	Sp4g25750.1
OG0009359	Carub.0008s1252.1.p	Sp6g14640.1
OG0009360	Carub.0001s2716.1.p	Sp5g24790.1
OG0009361	Carub.0004s1206.1.p	Sp4g13320.1
OG0009362	Carub.0001s0697.1.p	Sp1g06350.1
OG0009363	Carub.0007s0327.1.p	Sp7g34690.1
OG0009364	Carub.0001s1015.1.p	Sp1g09360.1
OG0009365	Carub.0001s0994.1.p	Sp1g09140.1
OG0009366	Carub.0003s0102.1.p	Sp3g00980.1
OG0009367	Carub.0001s1654.1.p	Sp1g14950.1
OG0009368	Carub.0004s1723.1.p	Sp4g17750.1
OG0009369	Carub.0005s0284.1.p	Sp2g14530.1
OG0009370	Carub.0005s0245.1.p	Sp2g14400.1
OG0009371	Carub.0008s2347.1.p	Sp2g25910.1
OG0009372	Carub.0008s2460.1.p	Sp2g26890.1
OG0009373	Carub.0001s0599.1.p	Sp1g05380.1
OG0009374	Carub.0004s1263.1.p	Sp4g13800.1
OG0009375	Carub.0005s0391.1.p	Sp2g15260.1
OG0009376	Carub.0008s1482.1.p	Sp6g16510.1
OG0009377	Carub.0006s1745.1.p	Sp6g25240.1
OG0009378	Carub.0002s1930.1.p	Sp5g27530.1
OG0009379	Carub.0003s1519.1.p	Sp3g13720.1
OG0009380	Carub.0007s2007.1.p	Sp7g19440.1
OG0009381	Carub.0007s1019.1.p	Sp7g28290.1
OG0009382	Carub.0008s1118.1.p	Sp6g13350.1
OG0009383	Carub.0001s4087.1.p	Sp1g38580.1
OG0009384	Carub.0003s0359.1.p	Sp3g03280.1
OG0009385	Carub.0006s0740.1.p	Sp6g34420.1
OG0009386	Carub.0001s4251.1.p	Sp1g39910.1
OG0009387	Carub.0003s1511.1.p	Sp3g13640.1
OG0009388	Carub.0008s2779.1.p	Sp2g29990.1
OG0009389	Carub.0005s0008.1.p	Sp2g12570.1
OG0009390	Carub.0006s1935.1.p	Sp6g23490.1
OG0009391	Carub.0007s0915.1.p	Sp7g29270.1
OG0009392	Carub.0001s1955.1.p	Sp1g17790.1
OG0009393	Carub.0001s1743.1.p	Sp1g15790.1
OG0009394	Carub.0004s1436.1.p	Sp4g15290.1
OG0009395	Carub.0006s1841.1.p	Sp6g24360.1
OG0009396	Carub.0006s3399.1.p	Sp6g03110.1
OG0009397	Carub.0006s1224.1.p	Sp6g29950.1
OG0009398	Carub.0005s2933.1.p	Sp5g00840.1
OG0009399	Carub.0004s0113.1.p	Sp4g01060.1
OG0009400	Carub.0001s3696.1.p	Sp1g34820.1
OG0009401	Carub.0003s2501.1.p	Sp3g22390.1
OG0009402	Carub.0003s2783.1.p	Sp3g26690.1
OG0009403	Carub.0002s0154.1.p	Sp2g01240.1
OG0009404	Carub.0003s1979.1.p	Sp3g17900.1
OG0009405	Carub.0001s3644.1.p	Sp1g34670.1
OG0009406	Carub.0004s2915.1.p	Sp4g28470.1
OG0009407	Carub.0008s0012.1.p	Sp2g12370.1
OG0009408	Carub.0006s1602.1.p	Sp6g26460.1
OG0009409	Carub.0008s0445.1.p	Sp2g08910.1
OG0009411	Carub.0007s0837.1.p	Sp7g29970.1
OG0009412	Carub.0008s0396.1.p	Sp2g09330.1
OG0009413	Carub.0004s2396.1.p	Sp4g23930.1
OG0009414	Carub.0008s2315.1.p	Sp2g25670.1
OG0009415	Carub.0005s2363.1.p	Sp5g05700.1
OG0009416	Carub.0005s0238.1.p	Sp2g14330.1
OG0009417	Carub.0001s2172.1.p	Sp1g19670.1
OG0009418	Carub.0006s0097.1.p	Sp6g40310.1
OG0009419	Carub.0005s1797.1.p, Carub.0007s3202.1.p	Sp5g10660.1
OG0009420	Carub.0002s0001.1.p	Sp2g00010.1
OG0009421	Carub.0003s0197.1.p	Sp3g01900.1
OG0009422	Carub.0004s1522.1.p	Sp4g15940.1
OG0009423	Carub.0004s1506.1.p	Sp4g15760.1
OG0009424	Carub.0006s1056.1.p	Sp6g31560.1
OG0009425	Carub.0004s2848.1.p	Sp4g27850.1
OG0009426	Carub.0002s2100.1.p	Sp5g29390.1
OG0009427	Carub.0005s2879.1.p	Sp5g01330.1
OG0009429	Carub.0001s1369.1.p	Sp1g12360.1
OG0009430	Carub.0007s0614.1.p	Sp7g32010.1
OG0009431	Carub.0001s0948.1.p	Sp1g08710.1
OG0009432	Carub.0006s2482.1.p	Sp2g20910.1
OG0009433	Carub.0006s0714.1.p	Sp6g34700.1
OG0009434	Carub.0002s1351.1.p	Sp5g22170.1
OG0009435	Carub.0007s1257.1.p	Sp7g26140.1
OG0009436	Carub.0002s1333.1.p	Sp5g21980.1
OG0009437	Carub.0003s3313.1.p	Sp3g32360.1
OG0009438	Carub.0004s2046.1.p	Sp4g20810.1
OG0009439	Carub.0005s2232.1.p	Sp5g06900.1
OG0009440	Carub.0005s2542.1.p	Sp5g04210.1
OG0009441	Carub.0004s2875.1.p	Sp4g28120.1
OG0009442	Carub.0008s0114.1.p	Sp2g11590.1, SpUn0036_0020.1
OG0009443	Carub.0006s0135.1.p	Sp6g39960.1
OG0009444	Carub.0004s1188.1.p	Sp4g13220.1
OG0009445	Carub.0005s1443.1.p	Sp5g13770.1
OG0009446	Carub.0003s2169.1.p	Sp5g10230.1
OG0009447	Carub.0007s0827.1.p	Sp7g30070.1
OG0009448	Carub.0001s0404.1.p	Sp1g03630.1
OG0009449	Carub.0003s1411.1.p	Sp3g12690.1
OG0009450	Carub.0006s1190.1.p	Sp6g30300.1
OG0009452	Carub.0006s2167.1.p	Sp2g23330.1
OG0009453	Carub.0007s2070.1.p	Sp7g18820.1
OG0009454	Carub.0007s1085.1.p	Sp7g27460.1
OG0009455	Carub.0006s3379.1.p	Sp6g03310.1
OG0009456	Carub.0001s4258.1.p, Carub.0001s4259.1.p	Sp1g39940.1
OG0009457	Carub.0004s1530.1.p	Sp4g16030.1
OG0009458	Carub.0003s3378.1.p	Sp3g32870.1
OG0009459	Carub.0006s3038.1.p	Sp6g05990.1
OG0009460	Carub.0003s2145.1.p	Sp3g19440.1
OG0009461	Carub.0007s0617.1.p	Sp7g31980.1
OG0009462	Carub.0003s1003.1.p	Sp3g09120.1
OG0009463	Carub.0005s2848.1.p	Sp5g01630.1
OG0009464	Carub.0005s1557.1.p	Sp5g12740.1
OG0009465	Carub.0008s0216.1.p	Sp2g10720.1
OG0009466	Carub.0001s0593.1.p	Sp1g05320.1
OG0009467	Carub.0001s0933.1.p	Sp1g08590.1
OG0009468	Carub.0001s1457.1.p	Sp1g41390.1, Sp1g13210.1
OG0009469	Carub.0007s2419.1.p	Sp7g16970.1, SpUn0001_0600.1
OG0009470	Carub.0006s1756.1.p	Sp6g25170.1
OG0009472	Carub.0003s1417.1.p	Sp3g12750.1
OG0009473	Carub.0003s3546.1.p	Sp3g34070.1
OG0009474	Carub.0008s1527.1.p	Sp6g16930.1
OG0009475	Carub.0002s2529.1.p	Sp5g33490.1
